,city,state,males,females,lat,lng,state_name,city_state,age1,age2,age3,total
1076,Lancaster,PA,3,1,40.03997225,-76.3064177339532,Pennsylvania,"Lancaster, Pennsylvania",0,1,3,4
1077,Lancaster County,PA,1,0,40.01846345,-76.23365284664641,Pennsylvania,"Lancaster County, Pennsylvania",0,0,1,1
1078,Larimer,PA,2,0,40.4625688,-79.90838409999998,Pennsylvania,"Larimer, Pennsylvania",0,0,2,2
1079,Latrobe,PA,1,0,40.32118079999999,-79.37948109999998,Pennsylvania,"Latrobe, Pennsylvania",0,0,1,1
1080,Lebanon,PA,2,1,40.3465499,-76.4283812,Pennsylvania,"Lebanon, Pennsylvania",0,0,3,3
1081,Lehman,PA,2,0,41.3170249,-76.0224235,Pennsylvania,"Lehman, Pennsylvania",0,0,2,2
1082,Liberty Twp,PA,1,0,41.0652675,-77.62306752628609,Pennsylvania,"Liberty Twp, Pennsylvania",0,0,1,1
1083,Lititz,PA,1,0,40.15712720000001,-76.30716740000003,Pennsylvania,"Lititz, Pennsylvania",0,0,1,1
1084,Lower Paxton,PA,1,0,40.3187547,-76.7862453,Pennsylvania,"Lower Paxton, Pennsylvania",0,0,1,1
1085,Lower Pottsgrove,PA,1,0,40.2509313,-75.59295970000002,Pennsylvania,"Lower Pottsgrove, Pennsylvania",0,0,1,1
1086,Mahanoy City,PA,1,1,40.8125881,-76.14160340000002,Pennsylvania,"Mahanoy City, Pennsylvania",0,0,2,2
1087,Malvern,PA,1,0,40.036202,-75.51389590000002,Pennsylvania,"Malvern, Pennsylvania",0,0,1,1
1088,Manchester,PA,1,1,40.0595131,-76.7229552,Pennsylvania,"Manchester, Pennsylvania",0,0,2,2
1089,Manheim,PA,1,0,40.1637359,-76.3952429,Pennsylvania,"Manheim, Pennsylvania",0,0,1,1
1090,Manheim Township ,PA,1,0,40.1637359,-76.3952429,Pennsylvania,"Manheim Township , Pennsylvania",0,0,1,1
1091,Mattawana,PA,1,1,40.4961865,-77.72943719999998,Pennsylvania,"Mattawana, Pennsylvania",0,0,2,2
1092,McKeesport,PA,4,1,40.3478472,-79.864215,Pennsylvania,"McKeesport, Pennsylvania",0,0,5,5
1093,Mckeesport,PA,1,0,40.3478472,-79.864215,Pennsylvania,"Mckeesport, Pennsylvania",0,1,0,1
1094,Mercer County,PA,1,0,41.3334542,-80.3014412,Pennsylvania,"Mercer County, Pennsylvania",0,0,1,1
1095,Middle Paxton,PA,1,0,40.3046694,-76.8182032,Pennsylvania,"Middle Paxton, Pennsylvania",0,0,1,1
1096,Milford Twp,PA,1,0,41.322316,-74.8023882,Pennsylvania,"Milford Twp, Pennsylvania",1,0,0,1
1097,Monroeville,PA,2,0,40.4211798,-79.78810250000002,Pennsylvania,"Monroeville, Pennsylvania",0,0,2,2
1098,Moosic,PA,1,0,41.353413,-75.7382478,Pennsylvania,"Moosic, Pennsylvania",0,0,1,1
1099,Morrisville,PA,1,0,40.2114978,-74.78793990000001,Pennsylvania,"Morrisville, Pennsylvania",0,0,1,1
1100,Mount Oliver,PA,1,1,40.4121097,-79.9856239828881,Pennsylvania,"Mount Oliver, Pennsylvania",0,0,1,2
1101,Munhall,PA,2,1,40.3922914,-79.90004990000001,Pennsylvania,"Munhall, Pennsylvania",0,0,3,3
1102,Murrysville,PA,1,1,40.4284015,-79.69754499999998,Pennsylvania,"Murrysville, Pennsylvania",0,0,2,2
1103,Nether Providence,PA,1,1,39.878245,-75.37665600000003,Pennsylvania,"Nether Providence, Pennsylvania",0,0,2,2
1104,New Castle,PA,2,1,41.0036719,-80.3470091,Pennsylvania,"New Castle, Pennsylvania",0,0,3,3
1105,New Ringgold,PA,1,0,40.6859241,-75.99909720000002,Pennsylvania,"New Ringgold, Pennsylvania",0,0,1,1
1106,Norristown,PA,3,0,40.121497,-75.3399048,Pennsylvania,"Norristown, Pennsylvania",0,0,3,3
1107,North Philadelphia,PA,2,0,39.996981700000006,-75.1550837,Pennsylvania,"North Philadelphia, Pennsylvania",0,0,2,2
1108,North Union,PA,1,0,43.0686883,-77.7968023,Pennsylvania,"North Union, Pennsylvania",0,0,1,1
1109,North Versailles,PA,1,1,40.3797913,-79.8094916,Pennsylvania,"North Versailles, Pennsylvania",0,0,2,2
1110,Olney,PA,3,0,40.0412227,-75.1237863,Pennsylvania,"Olney, Pennsylvania",0,1,2,3
1111,Overbrook,PA,1,0,40.3842203,-79.9961442,Pennsylvania,"Overbrook, Pennsylvania",0,0,1,1
1112,Parkside,PA,1,0,39.864279,-75.3785252,Pennsylvania,"Parkside, Pennsylvania",0,0,1,1
1113,Penn Hills,PA,4,0,40.4729398,-79.8176723,Pennsylvania,"Penn Hills, Pennsylvania",0,0,4,4
1114,Philadelphia,PA,189,11,39.952335,-75.16378900000002,Pennsylvania,"Philadelphia, Pennsylvania",1,5,190,200
1115,Philipsburg,PA,1,1,40.0617403,-79.881158,Pennsylvania,"Philipsburg, Pennsylvania",0,0,2,2
1116,Pittsburg,PA,1,0,37.777164,-88.848726,Pennsylvania,"Pittsburg, Pennsylvania",0,0,1,1
1117,Pittsburgh,PA,24,6,40.4416941,-79.99008609999998,Pennsylvania,"Pittsburgh, Pennsylvania",1,1,28,30
1118,Port Vue,PA,2,0,40.3359028,-79.8697707,Pennsylvania,"Port Vue, Pennsylvania",0,0,2,2
1119,Pottstown,PA,2,0,40.24537410000001,-75.6496302,Pennsylvania,"Pottstown, Pennsylvania",0,0,2,2
1120,Pottsville,PA,1,0,40.6859385,-76.1949411,Pennsylvania,"Pottsville, Pennsylvania",0,0,1,1
1121,Rankin,PA,1,1,40.412569,-79.8792161,Pennsylvania,"Rankin, Pennsylvania",0,1,1,2
1122,Reading,PA,7,0,40.33645870000001,-75.92886120000001,Pennsylvania,"Reading, Pennsylvania",0,0,7,7
1123,Ross Township,PA,3,0,40.520623,-80.00502430385642,Pennsylvania,"Ross Township, Pennsylvania",0,0,3,3
1124,Rouzerville,PA,1,1,39.7367609,-77.5349906,Pennsylvania,"Rouzerville, Pennsylvania",0,0,2,2
1125,Saltsburg,PA,1,0,40.4864553,-79.45142990000002,Pennsylvania,"Saltsburg, Pennsylvania",0,0,1,1
1126,Scranton,PA,1,0,41.408969,-75.66241219999998,Pennsylvania,"Scranton, Pennsylvania",0,0,1,1
1127,Sewickley,PA,1,0,40.5364566,-80.1845031,Pennsylvania,"Sewickley, Pennsylvania",0,0,1,1
1128,Shaler,PA,1,1,40.161289,-80.486165,Pennsylvania,"Shaler, Pennsylvania",0,0,2,2
1129,Sharon,PA,1,0,41.2331116,-80.4934035,Pennsylvania,"Sharon, Pennsylvania",0,1,0,1
1130,Sheraden,PA,1,0,40.4595132,-80.0772776,Pennsylvania,"Sheraden, Pennsylvania",0,0,1,1
1131,Shippensburg,PA,1,0,40.05622620000001,-77.51390740000002,Pennsylvania,"Shippensburg, Pennsylvania",1,0,0,1
1132,Somerset County,PA,1,1,40.0035466,-79.04253900158992,Pennsylvania,"Somerset County, Pennsylvania",0,0,2,2
1133,South Abington,PA,1,1,40.1206656,-75.1179512,Pennsylvania,"South Abington, Pennsylvania",0,0,2,2
1134,South Huntingdon,PA,1,0,39.997146,-78.241966,Pennsylvania,"South Huntingdon, Pennsylvania",0,0,1,1
1135,South Londonderry,PA,1,0,40.2403764,-76.5372625,Pennsylvania,"South Londonderry, Pennsylvania",0,0,1,1
1136,South Strabane,PA,1,0,40.1384049,-80.163391,Pennsylvania,"South Strabane, Pennsylvania",0,0,1,1
1137,Springettsbury,PA,1,0,39.9949864,-76.675922,Pennsylvania,"Springettsbury, Pennsylvania",0,0,1,1
1138,St Thomas,PA,1,0,39.9175908,-77.79777259999999,Pennsylvania,"St Thomas, Pennsylvania",0,0,1,1
1139,Summit,PA,1,0,39.968421,-78.0227807,Pennsylvania,"Summit, Pennsylvania",0,0,1,1
1140,Swissvale,PA,1,0,40.42368010000001,-79.8828275,Pennsylvania,"Swissvale, Pennsylvania",0,0,1,1
1141,Tacony,PA,1,0,40.0312228,-75.04433859999997,Pennsylvania,"Tacony, Pennsylvania",0,0,1,1
1142,Texas,PA,1,0,41.5350719,-77.25275450000002,Pennsylvania,"Texas, Pennsylvania",0,0,1,1
1143,Torrance,PA,1,0,40.4172913,-79.2228123,Pennsylvania,"Torrance, Pennsylvania",0,0,1,1
1144,Uniontown,PA,3,0,39.900076,-79.71643259999998,Pennsylvania,"Uniontown, Pennsylvania",0,1,2,3
1145,Upper Chichester,PA,1,0,39.8571,-75.4592,Pennsylvania,"Upper Chichester, Pennsylvania",0,0,1,1
1146,Upper Darby,PA,2,1,39.9284459,-75.27379549999998,Pennsylvania,"Upper Darby, Pennsylvania",0,0,3,3
1147,Warwick,PA,1,0,40.16231679999999,-76.30690129999998,Pennsylvania,"Warwick, Pennsylvania",0,0,1,1
1148,Washington,PA,4,1,40.17396,-80.24617140000002,Pennsylvania,"Washington, Pennsylvania",0,0,5,5
1149,Washington County,PA,1,0,40.2167415,-80.23898460654159,Pennsylvania,"Washington County, Pennsylvania",0,0,1,1
1150,Wernersville,PA,1,0,40.3300924,-76.08049720000002,Pennsylvania,"Wernersville, Pennsylvania",0,0,1,1
1151,West Chester,PA,1,0,39.960185,-75.6054709977898,Pennsylvania,"West Chester, Pennsylvania",0,0,1,1
1152,West Manheim Township,PA,1,0,40.1637359,-76.3952429,Pennsylvania,"West Manheim Township, Pennsylvania",0,0,1,1
1153,West York,PA,1,0,39.9525985,-76.7513566,Pennsylvania,"West York, Pennsylvania",0,0,1,1
1154,Westfield,PA,1,1,41.91923679999999,-77.53887440000003,Pennsylvania,"Westfield, Pennsylvania",0,0,2,2
1155,Wilkes-Barre,PA,10,2,41.2464824,-75.8817316,Pennsylvania,"Wilkes-Barre, Pennsylvania",0,0,12,12
1156,Williamsport,PA,4,0,41.2493292,-77.0027671,Pennsylvania,"Williamsport, Pennsylvania",0,0,4,4
1157,Williamstown,PA,1,0,40.5800868,-76.617742,Pennsylvania,"Williamstown, Pennsylvania",0,0,1,1
1158,York,PA,8,1,39.962398,-76.72739200000002,Pennsylvania,"York, Pennsylvania",0,1,8,9
1159,York City,PA,3,0,39.95432520000001,-76.7100642,Pennsylvania,"York City, Pennsylvania",0,0,3,3
1160,Aliquippa,PA,0,1,40.618174,-80.2510131448239,Pennsylvania,"Aliquippa, Pennsylvania",0,0,1,1
1161,Coatesville,PA,0,1,39.9831616,-75.8238355,Pennsylvania,"Coatesville, Pennsylvania",0,0,1,1
1162,Connellsville,PA,0,1,40.01785220000001,-79.5894828,Pennsylvania,"Connellsville, Pennsylvania",0,0,1,1
1163,Feasterville,PA,0,1,40.1514665,-74.98867493406071,Pennsylvania,"Feasterville, Pennsylvania",0,0,1,1
1164,Holly Hill,PA,0,1,40.1626096,-74.838775,Pennsylvania,"Holly Hill, Pennsylvania",0,0,1,1
1165,Lower Macungie,PA,0,1,40.543813,-75.5319152,Pennsylvania,"Lower Macungie, Pennsylvania",0,0,1,1
1166,Lower Paxton Township ,PA,0,1,40.3187547,-76.7862453,Pennsylvania,"Lower Paxton Township , Pennsylvania",0,0,1,1
1167,Muhlenberg,PA,0,1,40.38314860000001,-75.93882009999999,Pennsylvania,"Muhlenberg, Pennsylvania",0,0,1,1
1168,Oil City,PA,0,1,41.4339484,-79.7064413,Pennsylvania,"Oil City, Pennsylvania",0,0,1,1
1169,Phillipsburg,PA,0,1,40.6933994,-80.2820062,Pennsylvania,"Phillipsburg, Pennsylvania",0,0,1,1
1170,Simpson,PA,0,1,41.8367297,-78.5880801,Pennsylvania,"Simpson, Pennsylvania",0,0,1,1
1171,Tidioute,PA,0,1,41.6850604,-79.4031034,Pennsylvania,"Tidioute, Pennsylvania",0,0,1,1
1172,Warminster,PA,0,1,40.2067751,-75.0996159,Pennsylvania,"Warminster, Pennsylvania",0,0,1,1
1173,Acworth,GA,2,1,34.0659329,-84.67687959999998,Georgia,"Acworth, Georgia",0,0,3,3
1174,Adairsville,GA,1,1,34.3687021,-84.9341093,Georgia,"Adairsville, Georgia",0,0,2,2
1175,Aiken County,GA,1,0,33.6005783,-81.6035062,Georgia,"Aiken County, Georgia",0,0,1,1
1176,Albany,GA,5,0,31.5785074,-84.155741,Georgia,"Albany, Georgia",0,0,5,5
1177,Alpharetta,GA,2,0,34.0709576,-84.2747329,Georgia,"Alpharetta, Georgia",0,0,2,2
1178,Athens,GA,1,0,33.9595974,-83.376678,Georgia,"Athens, Georgia",0,0,0,1
1179,Atlanta,GA,60,6,33.749098700000005,-84.39018490000002,Georgia,"Atlanta, Georgia",1,1,59,66
1180,Augusta,GA,12,3,33.4709714,-81.9748429,Georgia,"Augusta, Georgia",0,0,15,15
1181,Austell,GA,2,1,33.8126059,-84.6343783,Georgia,"Austell, Georgia",0,0,2,3
1182,Baker County,GA,1,0,31.2638035,-84.49868355963181,Georgia,"Baker County, Georgia",0,0,1,1
1183,Baxley,GA,1,0,31.778251399999995,-82.3484618,Georgia,"Baxley, Georgia",0,1,0,1
1184,Bethlehem,GA,1,1,34.90202960000001,-84.07741180000002,Georgia,"Bethlehem, Georgia",0,0,2,2
1185,Bibb County,GA,1,0,32.8071935,-83.68659779666302,Georgia,"Bibb County, Georgia",0,0,1,1
1186,Blairsville,GA,1,2,34.8761989,-83.9582412,Georgia,"Blairsville, Georgia",0,0,3,3
1187,Bonaire,GA,1,0,32.5437575,-83.59601620000002,Georgia,"Bonaire, Georgia",0,0,1,1
1188,Brunswick,GA,3,0,31.1499528,-81.4914894,Georgia,"Brunswick, Georgia",1,0,2,3
1189,Buford,GA,1,2,34.1206564,-84.0043513,Georgia,"Buford, Georgia",0,0,3,3
1190,Cairo,GA,3,0,30.8774132,-84.2012897,Georgia,"Cairo, Georgia",0,0,3,3
1191,Calhoun,GA,1,0,31.5040637,-84.4534229,Georgia,"Calhoun, Georgia",0,0,1,1
1192,Canton,GA,2,0,34.23676210000001,-84.4907621,Georgia,"Canton, Georgia",0,0,2,2
1193,Carnesville,GA,1,0,34.3698266,-83.235155,Georgia,"Carnesville, Georgia",0,0,1,1
1194,Cartersville,GA,2,0,34.180855,-84.7529170994188,Georgia,"Cartersville, Georgia",0,0,2,2
1195,Cascade,GA,1,0,34.906322,-85.205915,Georgia,"Cascade, Georgia",0,0,1,1
1196,Catoosa County,GA,1,0,34.8776399,-85.1445279220676,Georgia,"Catoosa County, Georgia",0,1,0,1
1197,Cedartown,GA,1,0,34.018553999999995,-85.25593920522498,Georgia,"Cedartown, Georgia",0,0,1,1
1198,Cherokee County,GA,2,0,34.2428725,-84.4561937549523,Georgia,"Cherokee County, Georgia",0,0,2,2
1199,Chickamauga,GA,1,0,34.871188000000004,-85.2907896,Georgia,"Chickamauga, Georgia",0,0,1,1
1200,Clarkesville,GA,1,0,34.6125971,-83.5248933,Georgia,"Clarkesville, Georgia",0,0,1,1
1201,Claxton,GA,1,0,32.1615815,-81.9040047,Georgia,"Claxton, Georgia",0,0,0,1
1202,Clayton County,GA,9,2,33.4362245,-84.3142675,Georgia,"Clayton County, Georgia",0,2,9,11
1203,Cobb,GA,1,1,33.9373948,-84.57320059999998,Georgia,"Cobb, Georgia",0,0,2,2
1204,Cobb County,GA,2,1,33.915655,-84.581456285374,Georgia,"Cobb County, Georgia",0,0,3,3
1205,Cobb County ,GA,1,0,33.915655,-84.581456285374,Georgia,"Cobb County , Georgia",0,0,1,1
1206,College Park,GA,3,0,33.6534427,-84.4493725,Georgia,"College Park, Georgia",0,0,3,3
1207,Columbus,GA,15,5,32.4609764,-84.9877094,Georgia,"Columbus, Georgia",0,0,20,20
1208,Conley,GA,1,0,33.6358095,-84.3294395574209,Georgia,"Conley, Georgia",0,0,1,1
1209,Covington,GA,2,0,33.5967815,-83.86018270000002,Georgia,"Covington, Georgia",0,0,2,2
1210,Coweta County,GA,1,0,33.351366,-84.77989880271902,Georgia,"Coweta County, Georgia",0,0,1,1
1211,Crawford County,GA,1,0,32.695324,-83.9684883309027,Georgia,"Crawford County, Georgia",0,0,1,1
1212,Dacula,GA,1,1,33.988716499999995,-83.8979573,Georgia,"Dacula, Georgia",0,1,1,2
1213,Dallas,GA,1,0,33.917713,-84.85739062975091,Georgia,"Dallas, Georgia",0,0,1,1
1214,Dalton,GA,1,0,34.723883,-84.86855458466461,Georgia,"Dalton, Georgia",0,0,1,1
1215,DeKalb,GA,2,1,34.9711865,-85.279123,Georgia,"DeKalb, Georgia",0,1,2,3
1216,DeKalb County,GA,8,2,33.79274945,-84.22015371673109,Georgia,"DeKalb County, Georgia",0,0,9,10
1217,Decatur,GA,4,0,33.7737582,-84.29606899999997,Georgia,"Decatur, Georgia",0,0,4,4
1218,Dekalb County,GA,3,0,33.79274945,-84.22015371673109,Georgia,"Dekalb County, Georgia",0,0,1,3
1219,Donalsonville,GA,1,1,31.0404625,-84.8790911,Georgia,"Donalsonville, Georgia",0,0,2,2
1220,East Point,GA,4,2,33.6795531,-84.43937240000002,Georgia,"East Point, Georgia",0,0,6,6
1221,Elbert County,GA,1,0,34.110669200000004,-82.6953123,Georgia,"Elbert County, Georgia",0,0,1,1
1222,Emerson,GA,1,0,30.7760298,-83.631827,Georgia,"Emerson, Georgia",0,0,1,1
1223,Fayetteville,GA,1,0,33.4487257,-84.4549262,Georgia,"Fayetteville, Georgia",0,0,1,1
1224,Fitzgerald,GA,1,1,31.7149082,-83.2526545,Georgia,"Fitzgerald, Georgia",0,0,2,2
1225,Flowery Branch,GA,1,0,34.185101700000004,-83.9251809,Georgia,"Flowery Branch, Georgia",0,0,1,1
1226,Forest Park,GA,1,0,33.6220542,-84.36909179999998,Georgia,"Forest Park, Georgia",0,1,0,1
1227,Forsyth,GA,2,0,34.2484331,-83.9748056,Georgia,"Forsyth, Georgia",0,0,2,2
1228,Fulton County,GA,5,1,33.844221000000005,-84.40353194571182,Georgia,"Fulton County, Georgia",0,0,6,6
1229,Gainesville,GA,3,1,34.2435175,-83.82786602191399,Georgia,"Gainesville, Georgia",0,0,4,4
1230,Glenwood,GA,1,0,33.9292825,-83.4026591,Georgia,"Glenwood, Georgia",0,0,1,1
1231,Griffin,GA,3,0,33.246780699999995,-84.26409040000001,Georgia,"Griffin, Georgia",0,0,3,3
1232,Grovetown,GA,1,0,33.4504157,-82.19817640000002,Georgia,"Grovetown, Georgia",0,0,1,1
1233,Gwinnett,GA,3,1,33.9190653,-84.01674229999998,Georgia,"Gwinnett, Georgia",1,1,2,4
1234,Gwinnett County,GA,4,1,33.95775315,-84.0424256042861,Georgia,"Gwinnett County, Georgia",0,0,5,5
1235,Hahira,GA,1,0,30.991306400000006,-83.37265749999997,Georgia,"Hahira, Georgia",0,0,1,1
1236,Hapeville,GA,2,0,33.66010900000001,-84.4102046,Georgia,"Hapeville, Georgia",0,0,2,2
1237,Hawkinsville,GA,1,1,32.283773100000005,-83.4721177,Georgia,"Hawkinsville, Georgia",0,0,2,2
1238,Henry County,GA,2,0,33.472561,-84.11966891492479,Georgia,"Henry County, Georgia",0,0,2,2
1239,Homerville,GA,1,0,31.0365983,-82.7470849,Georgia,"Homerville, Georgia",0,0,1,1
1240,Houston County,GA,2,0,32.487669,-83.6449357626543,Georgia,"Houston County, Georgia",0,0,2,2
1241,Jefferson,GA,1,1,32.914042800000004,-82.3089137,Georgia,"Jefferson, Georgia",0,1,1,2
1242,Jones County,GA,1,0,33.013690999999994,-83.55754716841298,Georgia,"Jones County, Georgia",0,0,1,1
1243,Jonesboro,GA,1,0,33.521501300000004,-84.3538128,Georgia,"Jonesboro, Georgia",0,1,0,1
1244,LaFayette,GA,1,0,34.7048022,-85.2818998,Georgia,"LaFayette, Georgia",0,0,1,1
1245,Lagrange,GA,1,0,33.036685,-85.0328815195532,Georgia,"Lagrange, Georgia",0,0,1,1
1246,Lanier County,GA,1,0,31.017897,-83.07873124642498,Georgia,"Lanier County, Georgia",0,0,1,1
1247,Laurens County,GA,1,1,32.431744,-82.9230607971245,Georgia,"Laurens County, Georgia",0,0,2,2
1248,Leesburg,GA,1,0,32.5362511,-84.8957642,Georgia,"Leesburg, Georgia",0,0,1,1
1249,Lilburn,GA,2,0,33.8901036,-84.1429719,Georgia,"Lilburn, Georgia",1,0,1,2
1250,Lincoln County,GA,1,0,33.810832500000004,-82.45033516423459,Georgia,"Lincoln County, Georgia",0,0,1,1
1251,Lithonia,GA,3,0,33.7123305,-84.1051939,Georgia,"Lithonia, Georgia",0,0,3,3
1252,Louisville,GA,1,0,33.0015407,-82.4112377,Georgia,"Louisville, Georgia",0,0,1,1
1253,Macon,GA,8,2,32.8406946,-83.6324022,Georgia,"Macon, Georgia",0,3,7,10
1254,Marietta,GA,5,5,33.952602,-84.5499327,Georgia,"Marietta, Georgia",0,0,10,10
1255,McDonough,GA,2,0,33.4473361,-84.1468616,Georgia,"McDonough, Georgia",0,1,1,2
1256,Milledgeville,GA,2,1,33.0801429,-83.2320991,Georgia,"Milledgeville, Georgia",0,0,3,3
1257,Milton,GA,1,0,34.1321631,-84.300666,Georgia,"Milton, Georgia",0,0,1,1
1258,Moultrie,GA,3,0,31.1811523,-83.7878809,Georgia,"Moultrie, Georgia",0,0,3,3
1259,Norcross,GA,4,0,33.9412127,-84.2135309,Georgia,"Norcross, Georgia",0,0,4,4
1260,Paulding County,GA,1,0,33.928394,-84.8866316388338,Georgia,"Paulding County, Georgia",0,0,1,1
1261,Perry,GA,1,1,32.4586695,-83.7319658,Georgia,"Perry, Georgia",0,0,2,2
1262,Pickens County,GA,1,0,34.4685,-84.48652908407402,Georgia,"Pickens County, Georgia",0,0,1,1
1263,Pike County,GA,1,0,33.0885545,-84.38285753596391,Georgia,"Pike County, Georgia",0,1,0,1
1264,Pooler,GA,1,0,32.114441,-81.2197075172913,Georgia,"Pooler, Georgia",0,0,1,1
1265,Quitman,GA,1,0,31.7943293,-84.94621459999998,Georgia,"Quitman, Georgia",0,0,1,1
1266,Richmond County,GA,2,0,33.277089000000004,-81.89445970000001,Georgia,"Richmond County, Georgia",0,1,1,2
1267,Richmond Hill,GA,1,1,31.9382652,-81.3034433,Georgia,"Richmond Hill, Georgia",1,0,1,2
1268,Rincon,GA,1,0,32.2960289,-81.23539050000002,Georgia,"Rincon, Georgia",0,0,1,1
1269,Ringgold,GA,1,0,34.91591,-85.1091173,Georgia,"Ringgold, Georgia",0,1,0,1
1270,Riverdale,GA,1,1,33.5726113,-84.4132594,Georgia,"Riverdale, Georgia",0,0,2,2
1271,Roberta,GA,1,0,32.7219973,-84.0130926,Georgia,"Roberta, Georgia",0,0,1,1
1272,Rockdale County,GA,1,0,33.6564028,-84.01174753394301,Georgia,"Rockdale County, Georgia",0,0,1,1
1273,Rockmart,GA,1,0,34.0026005,-85.0416133,Georgia,"Rockmart, Georgia",0,0,1,1
1274,Sandy Springs,GA,3,2,33.878567,-84.44331813636359,Georgia,"Sandy Springs, Georgia",0,0,5,5
1275,Sardis,GA,1,0,32.975157,-81.757613,Georgia,"Sardis, Georgia",0,0,1,1
1276,Savannah,GA,16,3,32.017073,-81.2906160076233,Georgia,"Savannah, Georgia",0,2,17,19
1277,Smyrna,GA,2,1,33.883992600000006,-84.51437609999998,Georgia,"Smyrna, Georgia",0,0,3,3
1278,Snellville,GA,1,0,33.857328,-84.0199108,Georgia,"Snellville, Georgia",0,0,1,1
1279,St Marys,GA,1,0,30.7480875,-81.5210867270753,Georgia,"St Marys, Georgia",0,0,1,1
1280,Statesboro,GA,1,0,32.420648,-81.775859,Georgia,"Statesboro, Georgia",0,0,1,1
1281,Stockbridge,GA,2,0,33.5442781,-84.2338093,Georgia,"Stockbridge, Georgia",0,0,2,2
1282,Stone Mountain,GA,1,0,33.8081083,-84.17019570000002,Georgia,"Stone Mountain, Georgia",0,0,0,1
1283,Taylor County,GA,1,0,32.559534,-84.2450614621884,Georgia,"Taylor County, Georgia",0,0,1,1
1284,Thomasville,GA,1,0,30.8365815,-83.9787808,Georgia,"Thomasville, Georgia",0,0,1,1
1285,Thunderbolt,GA,1,1,32.0335445,-81.0498342,Georgia,"Thunderbolt, Georgia",0,0,2,2
1286,Tifton,GA,2,0,31.471498,-83.48387498085661,Georgia,"Tifton, Georgia",0,0,2,2
1287,Toccoa,GA,1,3,34.5773206,-83.3323851,Georgia,"Toccoa, Georgia",0,0,3,4
